Timestamp,Pressure(mbar),Temperature(deg C),Depth(m),Altitude( m above mean sea level),Timestamp(Sec),,,
2024-08-28 11:54:56,19131,4.65,185.31,-33189.42,803,,,
2024-08-28 11:54:57,19165,4.65,185.66,-33215.61,804,,,
2024-08-28 11:54:58,19198,4.65,185.99,-33240.99,805,,,
2024-08-28 11:54:59,19232,4.65,186.34,-33267.11,806,,,
2024-08-28 11:55:00,19265,4.65,186.68,-33292.42,807,,,
2024-08-28 11:55:01,19298,4.65,187.02,-33317.69,808,,,
2024-08-28 11:55:02,19333,4.66,187.37,-33344.46,809,,,
2024-08-28 11:55:03,19365,4.66,187.7,-33368.91,810,,,
2024-08-28 11:55:04,19398,4.66,188.04,-33394.07,811,,,
2024-08-28 11:55:05,19430,4.66,188.37,-33418.45,812,,,
2024-08-28 11:55:06,19463,4.67,188.7,-33443.55,813,,,
2024-08-28 11:55:07,19496,4.67,189.04,-33468.61,814,,,
2024-08-28 11:55:08,19526,4.67,189.35,-33491.38,815,,,
2024-08-28 11:55:09,19557,4.67,189.67,-33514.86,816,,,
2024-08-28 11:55:10,19587,4.68,189.97,-33537.57,817,,,
2024-08-28 11:55:11,19620,4.69,190.31,-33562.5,818,,,
2024-08-28 11:55:12,19651,4.7,190.63,-33585.9,819,,,
2024-08-28 11:55:13,19682,4.7,190.94,-33609.27,820,,,
2024-08-28 11:55:14,19713,4.7,191.26,-33632.61,821,,,
2024-08-28 11:55:15,19742,4.7,191.56,-33654.42,822,,,
2024-08-28 11:55:16,19772,4.7,191.86,-33676.94,823,,,
2024-08-28 11:55:17,19802,4.7,192.17,-33699.44,824,,,
2024-08-28 11:55:18,19833,4.7,192.49,-33722.67,825,,,
2024-08-28 11:55:19,19855,4.7,192.71,-33739.13,826,,,
2024-08-28 11:55:20,19875,4.71,192.92,-33754.09,827,,,
2024-08-28 11:55:21,19896,4.71,193.13,-33769.77,828,,,
2024-08-28 11:55:22,19917,4.71,193.35,-33785.45,829,,,
2024-08-28 11:55:23,19936,4.71,193.54,-33799.62,830,,,
2024-08-28 11:55:24,19958,4.71,193.77,-33816.02,831,,,
2024-08-28 11:55:25,19983,4.71,194.02,-33834.63,832,,,
2024-08-28 11:55:26,20004,4.72,194.24,-33850.24,833,,,
2024-08-28 11:55:27,20021,4.72,194.41,-33862.88,834,,,
2024-08-28 11:55:28,20039,4.72,194.59,-33876.24,835,,,
2024-08-28 11:55:29,20057,4.72,194.78,-33889.6,836,,,
2024-08-28 11:55:30,20078,4.73,194.99,-33905.18,837,,,
2024-08-28 11:55:31,20098,4.73,195.2,-33920,838,,,
2024-08-28 11:55:32,20119,4.73,195.41,-33935.54,839,,,
2024-08-28 11:55:33,20142,4.73,195.65,-33952.56,840,,,
2024-08-28 11:55:34,20169,4.73,195.92,-33972.5,841,,,
2024-08-28 11:55:35,20197,4.73,196.21,-33993.17,842,,,
2024-08-28 11:55:36,20226,4.73,196.51,-34014.55,843,,,
2024-08-28 11:55:37,20254,4.73,196.79,-34035.18,844,,,
2024-08-28 11:55:38,20283,4.73,197.09,-34056.51,845,,,
2024-08-28 11:55:39,20313,4.73,197.4,-34078.55,846,,,
2024-08-28 11:55:40,20341,4.73,197.68,-34099.1,847,,,
2024-08-28 11:55:41,20369,4.73,197.97,-34119.63,848,,,
2024-08-28 11:55:42,20400,4.74,198.29,-34142.32,849,,,
2024-08-28 11:55:43,20430,4.73,198.59,-34164.27,850,,,
2024-08-28 11:55:44,20459,4.73,198.89,-34185.44,851,,,
2024-08-28 11:55:45,20489,4.74,199.2,-34207.33,852,,,
2024-08-28 11:55:46,20520,4.74,199.51,-34229.93,853,,,
2024-08-28 11:55:47,20552,4.74,199.84,-34253.22,854,,,
2024-08-28 11:55:49,20581,4.74,200.14,-34274.29,855,,,
2024-08-28 11:55:50,20614,4.74,200.48,-34298.25,856,,,
2024-08-28 11:55:51,20645,4.74,200.79,-34320.73,857,,,
2024-08-28 11:55:52,20677,4.74,201.12,-34343.91,858,,,
2024-08-28 11:55:53,20710,4.74,201.46,-34367.79,859,,,
2024-08-28 11:55:54,20744,4.75,201.81,-34392.35,860,,,
2024-08-28 11:55:55,20776,4.74,202.13,-34415.43,861,,,
2024-08-28 11:55:56,20809,4.75,202.47,-34439.2,862,,,
2024-08-28 11:55:57,20843,4.75,202.82,-34463.67,863,,,
2024-08-28 11:55:58,20876,4.75,203.16,-34487.39,864,,,
2024-08-28 11:55:59,20909,4.75,203.49,-34511.07,865,,,
2024-08-28 11:56:00,20942,4.75,203.83,-34534.73,866,,,
2024-08-28 11:56:01,20976,4.75,204.18,-34559.08,867,,,
2024-08-28 11:56:02,21010,4.76,204.53,-34583.38,868,,,
2024-08-28 11:56:03,21044,4.75,204.87,-34607.66,869,,,
2024-08-28 11:56:04,21078,4.76,205.22,-34631.9,870,,,
2024-08-28 11:56:05,21111,4.76,205.56,-34655.4,871,,,
2024-08-28 11:56:06,21145,4.76,205.91,-34679.59,872,,,
2024-08-28 11:56:07,21177,4.77,206.23,-34702.33,873,,,
2024-08-28 11:56:08,21209,4.77,206.56,-34725.04,874,,,
2024-08-28 11:56:09,21240,4.77,206.88,-34747,875,,,
2024-08-28 11:56:10,21270,4.77,207.19,-34768.23,876,,,
2024-08-28 11:56:11,21299,4.77,207.48,-34788.73,877,,,
2024-08-28 11:56:12,21330,4.78,207.8,-34810.63,878,,,
2024-08-28 11:56:13,21359,4.78,208.1,-34831.09,879,,,
2024-08-28 11:56:14,21388,4.78,208.39,-34851.52,880,,,
2024-08-28 11:56:15,21418,4.79,208.7,-34872.64,881,,,
2024-08-28 11:56:16,21442,4.78,208.94,-34889.51,882,,,
2024-08-28 11:56:17,21461,4.8,209.14,-34902.86,883,,,
2024-08-28 11:56:18,21478,4.79,209.31,-34914.8,884,,,
2024-08-28 11:56:19,21499,4.8,209.53,-34929.52,885,,,
2024-08-28 11:56:20,21520,4.81,209.74,-34944.25,886,,,
2024-08-28 11:56:21,21542,4.81,209.97,-34959.66,887,,,
2024-08-28 11:56:22,21567,4.81,210.22,-34977.16,888,,,
2024-08-28 11:56:23,21593,4.81,210.49,-34995.34,889,,,
2024-08-28 11:56:24,21623,4.81,210.8,-35016.29,890,,,
2024-08-28 11:56:25,21655,4.81,211.12,-35038.62,891,,,
2024-08-28 11:56:26,21685,4.81,211.43,-35059.52,892,,,
2024-08-28 11:56:27,21714,4.82,211.73,-35079.7,893,,,
2024-08-28 11:56:28,21743,4.82,212.02,-35099.87,894,,,
2024-08-28 11:56:29,21773,4.82,212.33,-35120.7,895,,,
2024-08-28 11:56:30,21802,4.82,212.63,-35140.82,896,,,
2024-08-28 11:56:31,21833,4.82,212.94,-35162.3,897,,,
2024-08-28 11:56:32,21864,4.82,213.26,-35183.77,898,,,
2024-08-28 11:56:33,21894,4.83,213.57,-35204.51,899,,,
2024-08-28 11:56:34,21926,4.83,213.89,-35226.61,900,,,
2024-08-28 11:56:35,21957,4.83,214.21,-35247.99,901,,,
2024-08-28 11:56:36,21987,4.83,214.52,-35268.66,902,,,
2024-08-28 11:56:37,22019,4.83,214.85,-35290.69,903,,,
2024-08-28 11:56:38,22050,4.83,215.16,-35312,904,,,
2024-08-28 11:56:39,22081,4.83,215.48,-35333.3,905,,,
2024-08-28 11:56:40,22112,4.84,215.8,-35354.55,906,,,
2024-08-28 11:56:41,22143,4.84,216.11,-35375.79,907,,,
2024-08-28 11:56:42,22175,4.84,216.44,-35397.7,908,,,
2024-08-28 11:56:43,22206,4.84,216.76,-35418.89,909,,,
2024-08-28 11:56:44,22238,4.84,217.09,-35440.73,910,,,
2024-08-28 11:56:45,22269,4.85,217.4,-35461.88,911,,,
2024-08-28 11:56:46,22300,4.85,217.72,-35483,912,,,
2024-08-28 11:56:47,22332,4.85,218.05,-35504.77,913,,,
2024-08-28 11:56:48,22364,4.85,218.37,-35526.51,914,,,
2024-08-28 11:56:50,22394,4.85,218.68,-35546.88,915,,,
2024-08-28 11:56:51,22425,4.85,219,-35567.91,916,,,
2024-08-28 11:56:52,22457,4.85,219.33,-35589.59,917,,,
2024-08-28 11:56:53,22488,4.85,219.64,-35610.56,918,,,
2024-08-28 11:56:54,22520,4.86,219.97,-35632.19,919,,,
2024-08-28 11:56:55,22551,4.86,220.29,-35653.12,920,,,
2024-08-28 11:56:56,22582,4.86,220.6,-35674.02,921,,,
2024-08-28 11:56:57,22614,4.86,220.93,-35695.57,922,,,
2024-08-28 11:56:58,22645,4.87,221.25,-35716.43,923,,,
2024-08-28 11:56:59,22675,4.87,221.56,-35736.58,924,,,
2024-08-28 11:57:00,22706,4.87,221.87,-35757.41,925,,,
2024-08-28 11:57:01,22737,4.87,222.19,-35778.2,926,,,
2024-08-28 11:57:02,22769,4.88,222.52,-35799.62,927,,,
2024-08-28 11:57:03,22800,4.88,222.83,-35820.37,928,,,
2024-08-28 11:57:04,22831,4.88,223.15,-35841.09,929,,,
2024-08-28 11:57:05,22863,4.88,223.48,-35862.45,930,,,
2024-08-28 11:57:06,22895,4.89,223.81,-35883.79,931,,,
2024-08-28 11:57:07,22928,4.89,224.14,-35905.78,932,,,
2024-08-28 11:57:08,22959,4.89,224.46,-35926.39,933,,,
2024-08-28 11:57:09,22991,4.89,224.79,-35947.68,934,,,
2024-08-28 11:57:10,23021,4.9,225.09,-35967.58,935,,,
2024-08-28 11:57:11,23051,4.89,225.4,-35987.48,936,,,
2024-08-28 11:57:12,23083,4.91,225.73,-36008.68,937,,,
2024-08-28 11:57:13,23113,4.91,226.04,-36028.52,938,,,
2024-08-28 11:57:14,23142,4.91,226.33,-36047.7,939,,,
2024-08-28 11:57:15,23172,4.91,226.64,-36067.51,940,,,
2024-08-28 11:57:16,23203,4.91,226.96,-36087.96,941,,,
2024-08-28 11:57:17,23233,4.92,227.26,-36107.73,942,,,
2024-08-28 11:57:18,23263,4.92,227.57,-36127.47,943,,,
2024-08-28 11:57:19,23294,4.93,227.89,-36147.86,944,,,
2024-08-28 11:57:20,23323,4.92,228.18,-36166.91,945,,,
2024-08-28 11:57:21,23354,4.93,228.5,-36187.26,946,,,
2024-08-28 11:57:22,23383,4.93,228.8,-36206.27,947,,,
2024-08-28 11:57:23,23414,4.93,229.11,-36226.56,948,,,
2024-08-28 11:57:24,23444,4.93,229.42,-36246.18,949,,,
2024-08-28 11:57:25,23475,4.93,229.74,-36266.45,950,,,
2024-08-28 11:57:26,23506,4.93,230.05,-36286.68,951,,,
2024-08-28 11:57:27,23536,4.94,230.36,-36306.25,952,,,
2024-08-28 11:57:28,23567,4.94,230.68,-36326.45,953,,,
2024-08-28 11:57:29,23598,4.94,231,-36346.61,954,,,
2024-08-28 11:57:30,23629,4.95,231.31,-36366.77,955,,,
2024-08-28 11:57:31,23658,4.95,231.61,-36385.59,956,,,
2024-08-28 11:57:32,23689,4.95,231.93,-36405.71,957,,,
2024-08-28 11:57:33,23719,4.95,232.23,-36425.15,958,,,
2024-08-28 11:57:34,23750,4.95,232.55,-36445.21,959,,,
2024-08-28 11:57:35,23781,4.95,232.87,-36465.26,960,,,
2024-08-28 11:57:36,23811,4.95,233.17,-36484.62,961,,,
2024-08-28 11:57:37,23841,4.96,233.48,-36504,962,,,
2024-08-28 11:57:38,23870,4.96,233.78,-36522.69,963,,,
2024-08-28 11:57:39,23900,4.96,234.08,-36542.02,964,,,
2024-08-28 11:57:40,23928,4.96,234.37,-36560.02,965,,,
2024-08-28 11:57:41,23959,4.97,234.69,-36579.95,966,,,
2024-08-28 11:57:42,23988,4.97,234.98,-36598.57,967,,,
2024-08-28 11:57:43,24018,4.97,235.29,-36617.81,968,,,
2024-08-28 11:57:44,24047,4.98,235.59,-36636.39,969,,,
2024-08-28 11:57:45,24075,4.98,235.87,-36654.32,970,,,
2024-08-28 11:57:46,24104,4.98,236.17,-36672.87,971,,,
2024-08-28 11:57:47,24134,4.98,236.48,-36692.04,972,,,
2024-08-28 11:57:48,24162,4.99,236.76,-36709.91,973,,,
2024-08-28 11:57:49,24190,4.99,237.05,-36727.77,974,,,
2024-08-28 11:57:51,24218,4.99,237.34,-36745.61,975,,,
2024-08-28 11:57:52,24246,4.99,237.62,-36763.43,976,,,
2024-08-28 11:57:53,24271,4.99,237.88,-36779.34,977,,,
2024-08-28 11:57:54,24301,5,238.19,-36798.39,978,,,
2024-08-28 11:57:55,24327,5,238.45,-36814.9,979,,,
2024-08-28 11:57:56,24355,5,238.74,-36832.66,980,,,
2024-08-28 11:57:57,24382,5,239.01,-36849.77,981,,,
2024-08-28 11:57:58,24411,5.01,239.31,-36868.13,982,,,
2024-08-28 11:57:59,24436,5.01,239.57,-36883.94,983,,,
2024-08-28 11:58:00,24461,5.01,239.82,-36899.75,984,,,
2024-08-28 11:58:01,24489,5.01,240.11,-36917.43,985,,,
2024-08-28 11:58:02,24515,5.02,240.37,-36933.82,986,,,
2024-08-28 11:58:03,24543,5.02,240.66,-36951.48,987,,,
2024-08-28 11:58:04,24570,5.02,240.94,-36968.48,988,,,
2024-08-28 11:58:05,24598,5.02,241.22,-36986.09,989,,,
2024-08-28 11:58:06,24625,5.02,241.5,-37003.06,990,,,
2024-08-28 11:58:07,24654,5.03,241.8,-37021.27,991,,,
2024-08-28 11:58:08,24682,5.03,242.08,-37038.84,992,,,
2024-08-28 11:58:09,24710,5.03,242.37,-37056.39,993,,,
2024-08-28 11:58:10,24736,5.03,242.64,-37072.68,994,,,
2024-08-28 11:58:11,24763,5.03,242.91,-37089.57,995,,,
2024-08-28 11:58:12,24790,5.04,243.19,-37106.45,996,,,
2024-08-28 11:58:13,24818,5.04,243.47,-37123.94,997,,,
2024-08-28 11:58:14,24845,5.04,243.75,-37140.79,998,,,
2024-08-28 11:58:15,24874,5.04,244.05,-37158.87,999,,,
2024-08-28 11:58:16,24903,5.05,244.34,-37176.95,1000,,,
2024-08-28 11:58:17,24932,5.04,244.64,-37194.98,1001,,,
2024-08-28 11:58:18,24960,5.05,244.93,-37212.4,1002,,,
2024-08-28 11:58:19,24985,5.05,245.18,-37227.93,1003,,,
2024-08-28 11:58:20,25011,5.05,245.45,-37244.06,1004,,,
2024-08-28 11:58:21,25039,5.05,245.73,-37261.43,1005,,,
2024-08-28 11:58:22,25067,5.05,246.02,-37278.77,1006,,,
2024-08-28 11:58:23,25094,5.06,246.3,-37295.48,1007,,,
2024-08-28 11:58:24,25120,5.06,246.56,-37311.58,1008,,,
2024-08-28 11:58:25,25149,5.06,246.86,-37329.5,1009,,,
2024-08-28 11:58:26,25179,5.07,247.17,-37348.01,1010,,,
2024-08-28 11:58:27,25207,5.07,247.45,-37365.29,1011,,,
2024-08-28 11:58:28,25235,5.07,247.74,-37382.54,1012,,,
2024-08-28 11:58:29,25262,5.08,248.02,-37399.18,1013,,,
2024-08-28 11:58:30,25289,5.07,248.29,-37415.78,1014,,,
2024-08-28 11:58:31,25317,5.08,248.58,-37432.99,1015,,,
2024-08-28 11:58:32,25346,5.09,248.87,-37450.79,1016,,,
2024-08-28 11:58:33,25372,5.09,249.14,-37466.75,1017,,,
2024-08-28 11:58:34,25399,5.09,249.42,-37483.3,1018,,,
2024-08-28 11:58:35,25427,5.09,249.7,-37500.46,1019,,,
2024-08-28 11:58:36,25454,5.1,249.98,-37516.96,1020,,,
2024-08-28 11:58:37,25479,5.1,250.23,-37532.26,1021,,,
2024-08-28 11:58:38,25503,5.1,250.48,-37546.93,1022,,,
2024-08-28 11:58:39,25529,5.1,250.75,-37562.79,1023,,,
2024-08-28 11:58:40,25555,5.1,251.01,-37578.66,1024,,,
2024-08-28 11:58:41,25581,5.1,251.28,-37594.5,1025,,,
2024-08-28 11:58:42,25608,5.11,251.55,-37610.94,1026,,,
2024-08-28 11:58:43,25635,5.11,251.83,-37627.37,1027,,,
2024-08-28 11:58:44,25661,5.11,252.1,-37643.17,1028,,,
2024-08-28 11:58:45,25689,5.11,252.38,-37660.18,1029,,,
2024-08-28 11:58:46,25718,5.11,252.68,-37677.79,1030,,,
2024-08-28 11:58:47,25747,5.11,252.98,-37695.36,1031,,,
2024-08-28 11:58:48,25772,5.11,253.23,-37710.51,1032,,,
2024-08-28 11:58:49,25798,5.12,253.5,-37726.25,1033,,,
2024-08-28 11:58:51,25824,5.12,253.76,-37741.98,1034,,,
2024-08-28 11:58:52,25851,5.13,254.04,-37758.29,1035,,,
2024-08-28 11:58:53,25876,5.13,254.29,-37773.39,1036,,,
2024-08-28 11:58:54,25904,5.14,254.58,-37790.28,1037,,,
2024-08-28 11:58:55,25930,5.13,254.85,-37805.95,1038,,,
2024-08-28 11:58:56,25957,5.14,255.12,-37822.21,1039,,,
2024-08-28 11:58:57,25985,5.14,255.41,-37839.07,1040,,,
2024-08-28 11:58:58,26013,5.14,255.7,-37855.9,1041,,,
2024-08-28 11:58:59,26042,5.14,255.99,-37873.33,1042,,,
2024-08-28 11:59:00,26068,5.15,256.26,-37888.93,1043,,,
2024-08-28 11:59:01,26093,5.15,256.51,-37903.93,1044,,,
2024-08-28 11:59:02,26119,5.15,256.78,-37919.5,1045,,,
2024-08-28 11:59:03,26146,5.15,257.06,-37935.67,1046,,,
2024-08-28 11:59:04,26171,5.15,257.31,-37950.63,1047,,,
2024-08-28 11:59:05,26198,5.16,257.59,-37966.77,1048,,,
2024-08-28 11:59:06,26225,5.16,257.86,-37982.9,1049,,,
2024-08-28 11:59:07,26253,5.16,258.15,-37999.61,1050,,,
2024-08-28 11:59:08,26281,5.16,258.44,-38016.31,1051,,,
2024-08-28 11:59:09,26310,5.16,258.73,-38033.58,1052,,,
2024-08-28 11:59:10,26339,5.16,259.03,-38050.86,1053,,,
2024-08-28 11:59:11,26367,5.17,259.32,-38067.51,1054,,,
2024-08-28 11:59:12,26393,5.17,259.58,-38082.97,1055,,,
2024-08-28 11:59:13,26421,5.17,259.87,-38099.58,1056,,,
2024-08-28 11:59:14,26448,5.17,260.15,-38115.6,1057,,,
2024-08-28 11:59:15,26476,5.18,260.43,-38132.2,1058,,,
2024-08-28 11:59:16,26504,5.18,260.72,-38148.78,1059,,,
2024-08-28 11:59:17,26532,5.18,261,-38165.34,1060,,,
2024-08-28 11:59:18,26561,5.18,261.3,-38182.49,1061,,,
2024-08-28 11:59:19,26589,5.18,261.59,-38199.03,1062,,,
2024-08-28 11:59:20,26616,5.19,261.86,-38214.98,1063,,,
2024-08-28 11:59:21,26645,5.19,262.16,-38232.07,1064,,,
2024-08-28 11:59:22,26672,5.19,262.44,-38247.98,1065,,,
2024-08-28 11:59:23,26699,5.19,262.71,-38263.88,1066,,,
2024-08-28 11:59:24,26727,5.2,263,-38280.35,1067,,,
2024-08-28 11:59:25,26753,5.2,263.26,-38295.63,1068,,,
2024-08-28 11:59:26,26780,5.21,263.54,-38311.48,1069,,,
2024-08-28 11:59:27,26808,5.21,263.83,-38327.92,1070,,,
2024-08-28 11:59:28,26835,5.22,264.1,-38343.76,1071,,,
2024-08-28 11:59:29,26861,5.22,264.37,-38358.97,1072,,,
2024-08-28 11:59:30,26886,5.23,264.63,-38373.62,1073,,,
2024-08-28 11:59:31,26911,5.23,264.88,-38388.25,1074,,,
2024-08-28 11:59:32,26936,5.23,265.14,-38402.85,1075,,,
2024-08-28 11:59:33,26963,5.24,265.41,-38418.63,1076,,,
2024-08-28 11:59:34,26991,5.25,265.7,-38434.96,1077,,,
2024-08-28 11:59:35,27017,5.25,265.96,-38450.11,1078,,,
2024-08-28 11:59:36,27046,5.25,266.26,-38467.02,1079,,,
2024-08-28 11:59:37,27074,5.25,266.55,-38483.32,1080,,,
2024-08-28 11:59:38,27101,5.25,266.82,-38499.02,1081,,,
2024-08-28 11:59:39,27127,5.25,267.09,-38514.13,1082,,,
2024-08-28 11:59:40,27152,5.25,267.35,-38528.65,1083,,,
2024-08-28 11:59:41,27178,5.25,267.61,-38543.73,1084,,,
2024-08-28 11:59:42,27204,5.26,267.88,-38558.81,1085,,,
2024-08-28 11:59:43,27230,5.25,268.14,-38573.88,1086,,,
2024-08-28 11:59:44,27255,5.26,268.4,-38588.35,1087,,,
2024-08-28 11:59:45,27283,5.26,268.69,-38604.55,1088,,,
2024-08-28 11:59:46,27311,5.26,268.97,-38620.73,1089,,,
2024-08-28 11:59:47,27338,5.26,269.25,-38636.33,1090,,,
2024-08-28 11:59:48,27363,5.26,269.5,-38650.76,1091,,,
2024-08-28 11:59:49,27389,5.27,269.77,-38665.74,1092,,,
2024-08-28 11:59:50,27414,5.27,270.03,-38680.15,1093,,,
2024-08-28 11:59:52,27441,5.27,270.3,-38695.7,1094,,,
2024-08-28 11:59:53,27467,5.27,270.57,-38710.66,1095,,,
2024-08-28 11:59:54,27495,5.28,270.85,-38726.76,1096,,,
2024-08-28 11:59:55,27521,5.28,271.12,-38741.69,1097,,,
2024-08-28 11:59:56,27549,5.28,271.41,-38757.77,1098,,,
2024-08-28 11:59:57,27576,5.28,271.68,-38773.25,1099,,,
2024-08-28 11:59:58,27603,5.28,271.96,-38788.71,1100,,,
2024-08-28 11:59:59,27629,5.28,272.22,-38803.61,1101,,,
2024-08-28 12:00:00,27655,5.29,272.49,-38818.49,1102,,,
2024-08-28 12:00:01,27683,5.29,272.78,-38834.5,1103,,,
2024-08-28 12:00:02,27709,5.29,273.04,-38849.35,1104,,,
2024-08-28 12:00:03,27737,5.29,273.33,-38865.33,1105,,,
2024-08-28 12:00:04,27765,5.3,273.62,-38881.3,1106,,,
2024-08-28 12:00:05,27794,5.3,273.91,-38897.83,1107,,,
2024-08-28 12:00:06,27821,5.3,274.19,-38913.2,1108,,,
2024-08-28 12:00:07,27848,5.31,274.46,-38928.56,1109,,,
2024-08-28 12:00:08,27874,5.31,274.73,-38943.35,1110,,,
2024-08-28 12:00:09,27899,5.31,274.99,-38957.55,1111,,,
2024-08-28 12:00:10,27924,5.31,275.24,-38971.75,1112,,,
2024-08-28 12:00:11,27950,5.32,275.51,-38986.49,1113,,,
2024-08-28 12:00:12,27975,5.32,275.76,-39000.66,1114,,,
2024-08-28 12:00:13,28002,5.32,276.04,-39015.96,1115,,,
2024-08-28 12:00:14,28030,5.32,276.33,-39031.81,1116,,,
2024-08-28 12:00:15,28056,5.33,276.59,-39046.52,1117,,,
2024-08-28 12:00:16,28083,5.33,276.87,-39061.77,1118,,,
2024-08-28 12:00:17,28109,5.33,277.13,-39076.45,1119,,,
2024-08-28 12:00:18,28137,5.33,277.42,-39092.25,1120,,,
2024-08-28 12:00:19,28163,5.34,277.69,-39106.9,1121,,,
2024-08-28 12:00:20,28190,5.34,277.96,-39122.12,1122,,,
2024-08-28 12:00:21,28217,5.34,278.24,-39137.31,1123,,,
2024-08-28 12:00:22,28220,5.34,278.27,-39139.01,1124,,,
2024-08-28 12:00:23,28220,5.34,278.27,-39139.01,1125,,,
2024-08-28 12:00:24,28220,5.34,278.27,-39139.01,1126,,,
2024-08-28 12:00:25,28221,5.34,278.28,-39139.56,1127,,,
2024-08-28 12:00:26,28221,5.36,278.28,-39139.56,1128,,,
2024-08-28 12:00:27,28220,5.36,278.27,-39139.01,1129,,,
2024-08-28 12:00:28,28220,5.37,278.27,-39139.01,1130,,,
2024-08-28 12:00:29,28220,5.37,278.27,-39139.01,1131,,,
2024-08-28 12:00:30,28221,5.38,278.28,-39139.56,1132,,,
2024-08-28 12:00:31,28220,5.38,278.27,-39139.01,1133,,,
2024-08-28 12:00:32,28220,5.39,278.27,-39139.01,1134,,,
2024-08-28 12:00:33,28220,5.39,278.27,-39139.01,1135,,,
2024-08-28 12:00:34,28221,5.39,278.28,-39139.56,1136,,,
2024-08-28 12:00:35,28220,5.39,278.27,-39139.01,1137,,,
2024-08-28 12:00:36,28221,5.4,278.28,-39139.56,1138,,,
2024-08-28 12:00:37,28220,5.41,278.27,-39139.01,1139,,,
2024-08-28 12:00:38,28220,5.41,278.27,-39139.01,1140,,,
2024-08-28 12:00:39,28220,5.41,278.27,-39139.01,1141,,,
2024-08-28 12:00:40,28220,5.42,278.27,-39139.01,1142,,,
2024-08-28 12:00:41,28221,5.43,278.28,-39139.56,1143,,,
2024-08-28 12:00:42,28220,5.43,278.27,-39139.01,1144,,,
2024-08-28 12:00:43,28220,5.44,278.27,-39139.01,1145,,,
2024-08-28 12:00:44,28220,5.44,278.27,-39139.01,1146,,,
2024-08-28 12:00:45,28221,5.44,278.28,-39139.56,1147,,,
2024-08-28 12:00:46,28221,5.45,278.28,-39139.56,1148,,,
2024-08-28 12:00:47,28220,5.45,278.27,-39139.01,1149,,,
2024-08-28 12:00:48,28221,5.47,278.28,-39139.56,1150,,,
2024-08-28 12:00:49,28221,5.47,278.28,-39139.56,1151,,,
2024-08-28 12:00:50,28220,5.48,278.27,-39139.01,1152,,,
2024-08-28 12:00:51,28221,5.48,278.28,-39139.56,1153,,,
2024-08-28 12:00:53,28221,5.49,278.28,-39139.56,1154,,,
2024-08-28 12:00:54,28221,5.49,278.28,-39139.56,1155,,,
2024-08-28 12:00:55,28221,5.49,278.28,-39139.56,1156,,,
2024-08-28 12:00:56,28220,5.49,278.27,-39139.01,1157,,,
2024-08-28 12:00:57,28220,5.5,278.27,-39139.01,1158,,,
2024-08-28 12:00:58,28221,5.51,278.28,-39139.56,1159,,,
2024-08-28 12:00:59,28221,5.51,278.28,-39139.56,1160,,,
2024-08-28 12:01:00,28220,5.51,278.27,-39139.01,1161,,,
2024-08-28 12:01:01,28220,5.52,278.27,-39139.01,1162,,,
2024-08-28 12:01:02,28221,5.52,278.28,-39139.56,1163,,,
2024-08-28 12:01:03,28220,5.52,278.27,-39139.01,1164,,,
2024-08-28 12:01:04,28221,5.53,278.28,-39139.56,1165,,,
2024-08-28 12:01:05,28221,5.53,278.28,-39139.56,1166,,,
2024-08-28 12:01:06,28221,5.53,278.28,-39139.56,1167,,,
2024-08-28 12:01:07,28220,5.54,278.27,-39139.01,1168,,,
2024-08-28 12:01:08,28220,5.54,278.27,-39139.01,1169,,,
2024-08-28 12:01:09,28220,5.54,278.27,-39139.01,1170,,,
2024-08-28 12:01:10,28220,5.55,278.27,-39139.01,1171,,,
2024-08-28 12:01:11,28221,5.55,278.28,-39139.56,1172,,,
2024-08-28 12:01:12,28221,5.55,278.28,-39139.56,1173,,,
2024-08-28 12:01:13,28220,5.56,278.27,-39139.01,1174,,,
2024-08-28 12:01:14,28220,5.56,278.27,-39139.01,1175,,,
2024-08-28 12:01:15,28221,5.56,278.28,-39139.56,1176,,,
2024-08-28 12:01:16,28220,5.57,278.27,-39139.01,1177,,,
2024-08-28 12:01:17,28221,5.57,278.28,-39139.56,1178,,,
2024-08-28 12:01:18,28220,5.57,278.27,-39139.01,1179,,,
2024-08-28 12:01:19,28220,5.58,278.27,-39139.01,1180,,,
2024-08-28 12:01:20,28220,5.58,278.27,-39139.01,1181,,,
2024-08-28 12:01:21,28220,5.59,278.27,-39139.01,1182,,,
2024-08-28 12:01:22,28220,5.59,278.27,-39139.01,1183,,,
2024-08-28 12:01:23,28221,5.59,278.28,-39139.56,1184,,,
2024-08-28 12:01:24,28221,5.6,278.28,-39139.56,1185,,,
2024-08-28 12:01:25,28220,5.6,278.27,-39139.01,1186,,,
2024-08-28 12:01:26,28220,5.6,278.27,-39139.01,1187,,,
2024-08-28 12:01:27,28221,5.6,278.28,-39139.56,1188,,,
2024-08-28 12:01:28,28220,5.61,278.27,-39139.01,1189,,,
2024-08-28 12:01:29,28220,5.61,278.27,-39139.01,1190,,,
2024-08-28 12:01:30,28220,5.61,278.27,-39139.01,1191,,,
2024-08-28 12:01:31,28220,5.61,278.27,-39139.01,1192,,,
2024-08-28 12:01:32,28220,5.62,278.27,-39139.01,1193,,,
2024-08-28 12:01:33,28220,5.62,278.27,-39139.01,1194,,,
2024-08-28 12:01:34,28219,5.62,278.26,-39138.44,1195,,,
